sentence,sentiment,emotion
"The connectivity unit has more than 100 e-invoice customers , and the number of annual transactions stands at nearly one million .",neutral,neutral
The contract includes an option to deliver an additional 75 ASCs in the next phases of the project .,neutral,neutral
The contract is worth some EUR 1 million .,neutral,neutral
The contract value amounts to EUR 2.4 million .,neutral,neutral
The credit covers approximately 70 % of the ship 's price .,neutral,neutral
The customer is cooperative retailer Osuuskauppa Suur-Savo .,neutral,neutral
The customer is local company Etera Mutual Pension Insurance Co and the principal tenant of the unit will be media company Alma Media Corp HEL : ALN1V .,neutral,neutral
"The customer is then forwarded to the site , and unknown to him logged in with the first number .",neutral,neutral
"The deal includes all rental equipment and related merchandise , the rental contract of the depot and two employees , the company said .",neutral,neutral
"The decision reflects the underutilisation of the line , which produces nonwovens used in medical and wipes applications as well as for the automotive industry .",neutral,neutral
"The decision will have to be made whether the group agrees to the import of Estonian meat and meat products to Finland , the paper added .",neutral,neutral
"The devices would be launched in the Chinese market in late 2006 , the company said .",neutral,neutral
The Diameter Protocol is developed according to the standards IETF RFC 3588 and IETF RFC 3539 .,neutral,neutral
The divested activities had net sales of EUR 145.1 million in 2009 and an operating profit of EUR 8.9 million .,neutral,neutral
"The divested company is part of TietoEnator 's business area Government , Manufacturing & Retail .",neutral,neutral
The dividend will come on top of the 0.45 eur on A shares and 0.43 on K shares it has already paid on last year 's accounts .,neutral,neutral
"The Division also includes joint sales , marketing and controlling functions for these units .",neutral,neutral
The EA Reng group posted sales of approximately 84 million kroons for 2007 .,neutral,neutral
"The EBRD is using its own funds to provide a 21.6 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc and Pohjola Bank Plc. .",neutral,neutral
"The EBRD is using its own funds to provide a 21.6 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc 7.7 million Euros and Pohjola Bank Plc 2.3 million Euros .",neutral,neutral
"The EBRD is using its own funds to provide a 21.6 mln A loan while the B portion of 10 mln Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc 7.7 mln Euros and Pohjola Bank Plc 2.3 mln Euros .",neutral,neutral
"The Economic Development and Trade Ministry and Industry and Energy Ministry , along with the Kostroma regional administration and the Russian Lumberman and Timber Exporters Union , has been carrying out work to acquire investment for the construction of a pulp and paper mill in Neya since 2003 .",neutral,neutral
The electricity requirement of networks will grow with the new mobile generation .,neutral,neutral
The energy sector accounted for approximately 33 % and the steel industry for about 57 % of the transportation volume .,neutral,neutral
The enterprise value of Maritim Food AS has been determined as approximately EUR15m .,neutral,neutral
"The equipment Ixonos acquires with this deal includes mechanical engineering hardware ; an RF and antenna measurement laboratory ; facilities for the measurement of audio , cameras and displays ; as well as devices and robot units for the testing of mobile devices .",neutral,neutral
"The equipment will be made at Vaahto 's plant in Hollola in Finland , and delivery is scheduled for the first quarter of 2009 .",neutral,neutral
The estimated annual value of the frame agreement is about EUR 50mn .,neutral,neutral
The estimated value of the deal is USD 9.2 million .,neutral,neutral
The EUR17m contract includes both design and construction works .,neutral,neutral
"The executive said that countries such as Brazil , Chile , Argentina and Mexico will lead the adoption in the business Ethernet services segment , while Brazil and Mexico will be the early adopters of carrier Ethernet for mobile backhaul .",neutral,neutral
The expanded company will continue to be called NewPage .,neutral,neutral
The expanded plant is scheduled to be operational by the middle of October 2009 .,neutral,neutral
The expansion is to be finalized in the autumn of 2009 .,neutral,neutral
The expansion will be delivered in the fourth quarter of 2006 .,neutral,neutral
The facility consists of a seven year bullet term loan of 200 mln euro $ 292.4 mln and a 150 mln euro $ 219.3 mln five year revolving credit facility .,neutral,neutral
"The facility will have a lettable area of some 19,000 sq m. The plot for the plant , located in the Ratasmaki business park , will be purchased from the City of Forssa .",neutral,neutral
The figure does not include food exports from Finland .,neutral,neutral
"The figure includes the change in the fair value of the property portfolio , EUR 26.2 million .",neutral,neutral
"The Filter Tips cover the volume range from 0.1-1200 -Ál including new sizes for 10 , 20 , 100-120 , 200 , 300 , 1000 and 1200 -Ál volume capacities .",neutral,neutral
The final outcome of the rights offering is to be reported around 23 October 2009 .,neutral,neutral
The firm builds components for mobile phones and other communications products .,neutral,neutral
"The government started the sell-off last month , putting an 8 percent stake in TeliaSonera on the auction bloc .",neutral,neutral
"The group posted net sales of 35.3 mln euro $ 46.5 mln and an operating profit of 760,000 euro $ 1.0 mln in 2005 .",neutral,neutral
The group 's net sales in 2007 were EUR683 .6 m.,neutral,neutral
"The Group 's turnover in 2006 was EUR 39.2 million , and operating profit was EUR 3.9 million .",neutral,neutral
"The Liquid Handling segment offers laboratory equipment and accessories , including mechanical and electronic pipettes , and disposable tips used in the research institutions , universities , and hospitals , as well as in the pharmaceutical , food , and other industries under the Biohit brand .",neutral,neutral
"The manufacture of CPPs will be undertaken at the existing Export Oriented Unit EOU at Wartsila 's factory at Khopoli , near Mumbai .",neutral,neutral
The manufacturing will begin in Pietarsaari in the beginning of the year 2009 and the delivery will take place in October 2009 .,neutral,neutral
The markets expect Heineken to sell Hartwall as a whole or in parts .,neutral,neutral
"The most significant capital expenditure items were in the global enterprise resource planning ERP project , product development and production machines .",neutral,neutral
"The move will be carried out by transferring HKScan 's production-related property , plant , equipment , as well as its holdings in subsidiaries and associate companies in the country to HKScan Finland .",neutral,neutral
The net sales of Healthcare Trade business in 2009 were EUR 145.1 million EUR 155.2 million and operating profit EUR 8.9 million EUR 7.9 million .,neutral,neutral
The net sales of the Power Plants business were EUR 710.3 million in 2005 .,neutral,neutral
The new shares entitle their holders to dividends for fiscal 2006 .,neutral,neutral
The non-recurring costs caused to Talentum 's Premedia business area by the restructuring will amount to 2.0 mln euro $ 2.7 mln and will be included in the company 's financial results for the second quarter of 2007 .,neutral,neutral
The ongoing project where Tekla Structures is being used is the Vashi Exhibition Centre being developed by Insteel Engineers Pvt Ltd-IIVRCL Infrastructures & Projects Ltd & CIDCO .,neutral,neutral
"The operations to be sold include manufacturing units in Finland , France , Poland and Turkey , as well as sales units in Germany and Lithuania .",neutral,neutral
The options might include a partial or total divestment of their shareholdings in Ovako .,neutral,neutral
"The order also covers design services , hardware , software licences , as well as maintenance services over six years .",neutral,neutral
The order also includes extensive maintenance work of a shoe press delivered by Vaahto in 2001 .,neutral,neutral
"The order consists of outsourced application management , support and planning for Tecnotree and third-party applications .",neutral,neutral
The order includes 48 ship cranes that will be delivered for 12 container feeders to be built at Wenchong shipyard in China .,neutral,neutral
"The order values at EUR 6.9 mn , and it consists of design services and hardware and software licences .",neutral,neutral
The orders also include a few high-power drives for the control of seismic compressors .,neutral,neutral
"The orders are for 26 machine-room-less KONE MonoSpace elevators , which would be installed during 2006 .",neutral,neutral
The Oulu plant employs approximately 120 people .,neutral,neutral
The percentages of shares and voting rights have been calculated in proportion to the total number of shares registered with the Trade Register and the total number of voting rights related to them .,neutral,neutral
The per-share subscription price of the shares subscribed with the option rights was EUR 1.35 .,neutral,neutral
"The Polish business employs about 1,000 people , and it had net sales of about EUR 70mn in 2007 .",neutral,neutral
"The portfolio comprises of 118,000 m2 of leasable space with a vacancy rate of roughly 5 % , let to around 140 tenants of which two of the largest are the Swedish government and Ericsson .",neutral,neutral
"The program , which was started in the summer of 2007 , was originally estimated to last approximately two years .",neutral,neutral
The proposal of the shareholders to elect Mr. Hannu Krogerus to the Board is based on his long and unrivalled experience and knowledge of all matters related to Elcoteq .,neutral,neutral
"The remainder of its revenues will come from technology agreements with other firms , InterDigital said .",neutral,neutral
"The remaining amount will be funded through debt , the Danish bank said .",neutral,neutral
"The reorganisation will be carried out by transferring HKScan Corporation 's production-related property , plant and equipment in Finland as well as its holdings in subsidiaries and associates to HKScan Finland Oy , a holding company wholly owned by HKScan Corporation .",neutral,neutral
The report contains category level company and brand share as well as distribution share information for 2007 and 2008 .,neutral,neutral
"The Russian gas giant invested another 46 million litas in the company in late 2004 and now owns 99.5 percent of its stock capital , which amounts to 86.936 million litas .",neutral,neutral
"The second company acquired is Sweden 's Reftele Maskinservice AB , whose business is mainly field services and spare parts manufacturing , with 10 employees and 1.2 mln eur sales a year .",neutral,neutral
"The segments through which the company operates are Frozen Food business , Seafoods , Vegetable Oil business , Grain Trading and Other business operations .",neutral,neutral
"The selling consortium includes funds managed by OKO Bank 's venture capital unit , Bio Fund Management and Finnish Industry Investment , a government-owned investment group .",neutral,neutral
"The solution is demonstrated on a tablet developed by Aava Mobile as a multi-window system , which enables the use of several applications simultaneously , for example the viewing of messages and calendar side by side .",neutral,neutral
The solution will be installed in the USA to support the North American operations of the customer .,neutral,neutral
"The Stockmann department store will have a total floor space of over 8,000 square metres and Stockmann 's investment in the project will have a price tag of about EUR 12 million .",neutral,neutral
The studies are expected to start in 2008 .,neutral,neutral
"The Swedish buyout firm has sold its remaining 22.4 percent stake , almost eighteen months after taking the company public in Finland .",neutral,neutral
"The tanks will be delivered to a company which is currently building a chemical tank farm in Antwerp , northern Belgium .",neutral,neutral
"The Tekla Structures product box , if needed , is now made from recycled material .",neutral,neutral
The terms of the transactions remained undisclosed .,neutral,neutral
The total capacity of the factory will be approximately 100 engines a year .,neutral,neutral
"The total floor area of the plant expansion is 29,000 square metres .",neutral,neutral
"The total headcount reduction will be 50 persons , the company said .",negative,fear
The total investment in 2006 and 2007 is expected to amount to about EUR75m .,neutral,neutral
"The total investment in the company will be EUR58m , of which Wartsila 's share will be EUR29m .",neutral,neutral
The total investment of the project will be approximately EUR 36m .,neutral,neutral
"The total value of the agreement is USD4 .0 m , the company said .",neutral,neutral
The total value of the contract is some EUR 8 million .,neutral,neutral
The total value of the deal is USD 29mn .,neutral,neutral
"The total value of the project is about EUR53m , including the plots that will be transferred to Atria .",neutral,neutral
"The total value of the project is estimated to be over 3.0 mln euro $ 4.4 mln , of which the services will be over 2.0 mln euro $ 2.9 mln and third-party licences more than 1.0 mln euro $ 1.5 mln .",neutral,neutral
The total value of these two contracts is over EUR 21 million .,neutral,neutral
The transaction is planned to be financed with a EUR40m market-based loan granted by Standard Chartered Bank Hong Kong .,neutral,neutral
The transaction value is CAD 15 million approximately EUR 10 million .,neutral,neutral
"The unit 's clients are mainly in the field of specialist convenience goods , as well as in the textile , shoe and furniture businesses .",neutral,neutral
The value of the contract is about EUR 27mn .,neutral,neutral
"The value of the contract is about EUR1 .0 m. Poyry , headquartered in Vantaa , Finland provides consulting and engineering services to the energy , forestry and infrastructure & environment sectors .",neutral,neutral
The value of the contract is EUR 25mn .,neutral,neutral
The value of the contract is in total USD12m .,neutral,neutral
The value of the contracts is about EUR 3.3 mn .,neutral,neutral
The value of the deal has not been disclosed .,neutral,neutral
The value of the deal is estimated at between SEK25m and SEK50m .,neutral,neutral
The value of the deal was not disclosed .,neutral,neutral
The value of the multi-year agreement is over EUR 2mn a year .,neutral,neutral
The value of the three-year contract is estimated at EUR40m .,neutral,neutral
The value of this kind of order amounts usually between Euro 2 and 3 million .,neutral,neutral
"The Web-Marela application handles invitations to quote , quote comparisons , agreements , purchases , invoice inspections , inventory management , and deliveries .",neutral,neutral
"The venture , which will be 51 % owned by Kemira and 49 % by IVRCL , will operate an inorganic coagulant manufacturing facility , to be built in Vishakapatnam Vizag in the state of Andhra Pradesh and to kick off operations in the second half of 2011 .",neutral,neutral
"The works will include the laying of natural stone pavements and the installation of underground heating , and surface water drainage systems .",neutral,neutral
There have not been previous share subscriptions with 2004 stock options .,neutral,neutral
"These new units will be built at Cargotec 's state of the art manufacturing facility in San Antonio , Texas , USA , which started operations in 2009 .",neutral,neutral
These share transactions are part of the company 's strategy of relinquishing assets that are not part of its core business .,neutral,neutral
These six agreements are the company 's first customer acquisitions in India since taking over TVS Electronics ' contract manufacturing facility in Jun 2007 .,neutral,neutral
"This could be any of us at any time , '' she said .",neutral,neutral
This wood lacquered clock comes with a stripy hand-crocheted cover .,neutral,neutral
To see a slide show of all the newest product releases from Fiskars .,neutral,neutral
Total value of the contract is about EUR 10mn .,neutral,neutral
"Trading under the name Velta UK , a former Uponor brand , the company has been Uponor 's long-term partner in supplying Velta-branded systems particularly for the commercial and industrial building sector in the UK and internationally .",neutral,neutral
"Tulikivi manufactures heat-retaining , soapstone and ceramic fireplaces , as well as natural stone products and utility ceramics .",neutral,neutral
"Tyrv+ñinen is of the opinion that the airline has been repeating this for some time already , however .",neutral,neutral
"Under Finnish law , Parliament grants licences to build nuclear power plants .",neutral,neutral
"Under the agreement , Larox will transfer 10 employees within engineering and documentation related to delivery projects and product maintenance in Finland to Etteplan as of January 1 , 2007 .",neutral,neutral
"Under the agreement Benefon 's forthcoming range of TWIG integrated GPS navigation and mobile phone devices will use the jointly developed web-based tracking and location technology , in both consumer and commercial applications .",neutral,neutral
"Under the transaction agreement , Metsaliitto will purchase 24.7 % of Metsa-Botnia 's shares from UPM and 3 % from M-real .",neutral,neutral
Underground parking facilities will also be built on the basement floor .,neutral,neutral
"Unit prices for straddle carriers vary between EUR700 ,000 and EUR900 ,000 , the company added .",neutral,neutral
"Unlisted British Biologicals makes B - and D - proteins , and other disease-specific supplements that cover diabetes , hepatitis , asthma and other cardiovascular ailments .",neutral,neutral
UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations ' .,neutral,neutral
Vaisala 's board of directors will propose a dividend of 0.85 euro $ 1.24 per share at the company 's annual general meeting .,neutral,neutral
Vaisala 's expertise in lightning data and information systems is based on extensive experience and investment in R&D .,neutral,neutral
Valmet Automotive reports net sales of EUR 85mn and operating profit of EUR 8mn .,neutral,neutral
"We look forward to take part in the future development of the company , '' says Tomas Billing , President of Nordstjernan .",neutral,neutral
"Veidekke , headquartered in Oslo , Norway , is a Scandinavian construction and property development group with some 6,350 employees in Norway , Sweden and Denmark , with an annual turnover of NOK16 .4 bn .",neutral,neutral
"While the company did not indicate the level of investment in the unit , it said that has purchased the equipment of Nokia Corporation 's mobile phone R&D laboratory in Jyvaeskylae .",neutral,neutral
Why not subscribe to the magazine ?,neutral,neutral
Vianor sells tires for cars and trucks as well as a range of other car parts and provides maintenance services .,neutral,neutral
"With the new arrangement , customer responsibilities will become mainly regional .",neutral,neutral
"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation .",neutral,neutral
You will hear the latest insights and updates on Citycon 's strategy as well as the latest news from all the business units .,neutral,neutral
"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 .",negative,fear
"Konecranes Oyj KCR1V FH fell 5.5 percent to 20.51 euros , the biggest fall since June .",negative,fear
"Net sales for the financial year 2006 are expected to amount to about EUR20m and the operating result EBIT is expected to be a loss , as announced before .",negative,fear
Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .,negative,fear
"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .",negative,fear
Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 .,negative,fear
"SSH COMMUNICATIONS SECURITY CORP STOCK EXCHANGE RELEASE OCTOBER 14 , 2008 AT 2:45 PM The Company updates its full year outlook and estimates its results to remain at loss for the full year .",negative,fear
"The sale will result in a capital loss of EUR5m for Solidium , which obtained Tikkurila shares in March 2010 .",negative,fear
The fair value of investment properties was EUR 2 251.0 ( 1 281.4 ) million .,neutral,neutral
"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006 .",negative,fear
Finnish media group Talentum has issued a profit warning .,negative,fear
"Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008 .",negative,fear
"In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 .",negative,fear
"Acando AB ( ACANB SS ) fell 8.9 percent to 13.35 kronor , the lowest close since Dec. 11 .",negative,fear
"According shipping company Viking Line , the EU decision will have a significant financial impact .",neutral,neutral
"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 .",negative,fear
"At some point in 2010 , all separate company names , such as Palmberg , Tekmanni , Lemcon , Forssan Betoni , Suonenjoen Betonituote , among others , will disappear .",neutral,neutral
"Cencorp 's net sales in the first quarter is estimated to be EUR0.9-1 .2 m , as compared to EUR4 .5 m in the first quarter 2008 .",negative,fear
Diluted earnings per share ( EPS ) stood at EUR 0.25 versus EUR 0.42 .,negative,fear
Earnings per share ( EPS ) amounted to a loss of EUR0 .05 .,negative,fear
Earnings per share ( EPS ) amounted to a loss of to EUR0 .06 .,negative,fear
Expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .,negative,fear
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .,negative,fear
Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago .,negative,fear
Finnish forest industry group Stora Enso Oyj issued on Thursday ( 20 March ) a profit warning for the first quarter 2008 .,negative,fear
Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .,negative,fear
"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 .",negative,fear
"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",negative,fear
"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .",negative,fear
Loss for the period totalled EUR 15.6 mn compared to a profit of EUR 6.3 mn in 2008 .,negative,fear
Net loss in the same period in 2009 was euro18 .6 million .,neutral,neutral
Nokia Siemens Networks has struggled to make a profit in the past two years .,negative,fear
Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,negative,fear
"Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier .",negative,fear
Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .,negative,fear
"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn .",negative,fear
"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .",negative,fear
"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .",negative,fear
"Operating loss totalled EUR 4.0 mn , compared to a profit of EUR 8.6 mn in the second quarter of 2008 .",negative,fear
"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",negative,fear
"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .",negative,fear
Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .,negative,fear
Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 .,negative,fear
"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .",negative,fear
Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .,negative,fear
"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago .",negative,fear
Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .,negative,fear
The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,negative,fear
"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 .",negative,fear
"The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009 .",negative,fear
The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) .,negative,fear
Finnish Bank of +àland +àlandsbanken has issued a profit warning .,negative,fear
Finnish forest machinery manufacturer Ponsse has issued a profit warning .,negative,fear
"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",negative,fear
"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .",negative,fear
Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .,negative,fear
Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .,negative,fear
"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",negative,fear
"In 2009 , Stora Enso 's net loss was EUR 879.7 million compared to EUR 673.4 million in the previous year .",negative,fear
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",negative,fear
"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .",negative,fear
Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .,negative,fear
"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008 .",negative,fear
"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .",negative,fear
Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .,negative,fear
"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn .",negative,fear
"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .",negative,fear
Scanfil has also issued a profit warning .,negative,fear
Scanfil issued a profit warning on 10 April 2006 .,negative,fear
"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",negative,fear
"The period-end cash and cash equivalents totaled EUR6 .5 m , compared to EUR10 .5 m in the previous year .",negative,fear
"The poorest index figure was given to Finnish power company Fortum , 4.5 .",negative,fear
The real estate company posted a net loss of +ó  x201a -¼ 59.3 million +ó  x201a -¼ 0.21 per share compared with a net profit of +ó  x201a -¼ 31 million +ó  x201a -¼ 0.11 per share for the corresponding quarter of 2007 .,negative,fear
"The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said .",negative,fear
"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said .",negative,fear
Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .,positive,joy
"Having a China based operation will not only enable us to fully leverage our resources and expertise in wireless solutions , but also strengthen our capability to offer industry-leading products for our customers in China . ''",positive,joy
"Cost cutting measures , which have produced around EUR70m of savings over the past nine months , have dampened the airline 's loss , Finnair said .",positive,joy
The groups 's turnover for the full fiscal year is expected to show a slight increase from the previous fiscal year .,positive,joy
The talks are aimed at restructuring operations and cutting costs .,positive,joy
"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .",positive,joy
EBIT excluding non-recurring items was estimated to increase from 2009 .,positive,joy
"In February 2011 , new wording of Identity Documents Act that makes Mobile ID a state-approved electronic document as of February 1st 2011 entered into force .",neutral,neutral
Lean System supports change management and component purchasing extremely well .,positive,joy
Operating profit excluding non-recurring items increased by 27 % to EUR 81.9 mn from EUR 64.4 mn in the corresponding period in 2008 .,positive,joy
The planned ethanol and energy production plant can operate in correlation with a waste treatment unit or a paper mill .,neutral,neutral
Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 .,positive,joy
"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008 .",positive,joy
"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 .",positive,joy
"EBIT excluding non-recurring items , totalled EUR 67.8 mn , up from EUR 38.1 mn .",positive,joy
"Finnish energy company Fortum Oyj said on November 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power CHP plant in Vartan harbor in eastern Stockholm .",positive,joy
Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory .,positive,joy
"Return on investment was 5.0 % , compared to a negative 4.1 % in 2009 .",positive,joy
"Thus the method will cut working costs , and will fasten the planning and building processes .",positive,joy
Results are expected late in 2006 .,neutral,neutral
"The copying , republication or redistribution of AFX News Content , including by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",neutral,neutral
"The company reported a profit of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab .",neutral,neutral
"So far Norwegian Norske Skog has reduced the staff levels by 1,000 people and plans to reduce production by 200,000 tons in 2008 , while Finnish-Swedish Stora Enso is to cut staff by 1,700 people and production by 500,000 tons .",negative,fear
The extracted filtrates are very high in clarity while the dried filter cakes meet required transport moisture limits (TMLs)for their ore grades .,neutral,neutral
25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .,negative,fear
"As part of its new strategy , Finnish Biohit is planning to incorporate its diagnostics business into a separate limited company .",neutral,neutral
"After the split , the number of K shares will be 9 540 000 and the number of A shares 26 885 540 .",neutral,neutral
All reproduction for further distribution is prohibited .,neutral,neutral
As a consequence the Works Council had withdrawn its petition to suspend the reorganisation .,neutral,neutral
"Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia .",neutral,neutral
"Initial estimated total value of the contract was 250 000 Euros , excluding VAT .",neutral,neutral
"It would be premature to talk about dates , volume and the investment procedure , '' he said .",neutral,neutral
"Mr Clausen , however , refused to comment the option that Nordea would consider buying into Citadele Bank .",neutral,neutral
Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year .,neutral,neutral
Olli-Pekka Kallasvuo was elected as vice chairman of the Board .,neutral,neutral
Olli-Pekka Laine has been appointed as the Chairman and Erkki Pehu-Lehtonen as the Vice Chairman of the Board .,neutral,neutral
Risk exposure by Non-life Insurance  Moving 12-month  Expenses by function in Non-life Insurance excluding expenses for investment management and expenses for other services rendered Non-life Insurance investment portfolio by allocation,neutral,neutral
"Secure your files online Like filling out a tax return , making a backup is boring .",neutral,neutral
"The effect may remain short-lived , however .",neutral,neutral
The iPad application joins the iPhone app as part of Monster 's range of mobile applications for job hunting .,neutral,neutral
The issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities .,neutral,neutral
The number of bodily injury cases quadrupled in 2000-2006 .,negative,fear
"The purchase price will be paid in cash upon the closure of the transaction , scheduled for April 1 , 2009 .",neutral,neutral
"The size of the extension , 18.5 % of which already has been let , will have a gross area of about 2,830 sq m 30,460 sq ft .",neutral,neutral
The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com .,neutral,neutral
"Tieto 's service is also used to send , process and receive materials related to absentee voting .",neutral,neutral
"Trading code : ELI1V Number of shares : 99,483 Price-share : Gratuitous After the transfer , Elisa holds a total of 10,435,023 own shares .",neutral,neutral
"`` My wife is looking forward to getting a paycheck again , '' he quipped recently as a six-knot current swirled around his anchored and heavily sponsored jet sled .",neutral,neutral
"`` Tweeple should check who 's following them , and be cautious when clicking on URLs and tinyurls . ''",neutral,neutral
`` We have the most expensive water brand in Finland at the moment . '',neutral,neutral
